V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
0.426122931,0.347895981,0.40820331,0.232340426,0.408037825,0.734562648,0.413286052,0.66498818,0.456501182,0.387328605,0.687966903,0.627990544,0.43501182,0.575744681,0.503711584,0.489881797,0.433664303,0.367659574,0.399574468,0.596382979,0.489101655,0.374349882,0.427210402,0.559361702,0.377115839,0.451749409,0.45035461,0.569243499,0.462813239,0.480094563,0.549054374,0.369692671,0.429054374,0.6621513,0.703144208,0.761654846,0.66536643,0.434799054,0.42,0.312884161,0.257092199,0.705248227,0.238108747,0.398156028,0.548510638,0.375413712,0.273286052,0.359810875,0.220520095,RR
0.448457031,0.328457031,0.430234375,0.230136719,0.429082031,0.756796875,0.401367188,0.65671875,0.46390625,0.38453125,0.683945313,0.656386719,0.45515625,0.612050781,0.512128906,0.500371094,0.407089844,0.355019531,0.394589844,0.562910156,0.517949219,0.382226563,0.45359375,0.579746094,0.331484375,0.48140625,0.445390625,0.591015625,0.482851563,0.503242188,0.538828125,0.349785156,0.432285156,0.675976563,0.715449219,0.768027344,0.672753906,0.440566406,0.432949219,0.299609375,0.248613281,0.707695313,0.236054688,0.393652344,0.553632813,0.362695313,0.278515625,0.3515625,0.222988281,RR
0.419882075,0.352122642,0.417735849,0.220613208,0.407641509,0.726485849,0.414858491,0.663891509,0.46379717,0.394009434,0.692924528,0.633867925,0.447216981,0.589410377,0.494080189,0.495872642,0.435919811,0.372216981,0.399693396,0.581816038,0.507169811,0.380966981,0.439033019,0.557311321,0.362075472,0.455424528,0.451603774,0.568443396,0.475259434,0.494740566,0.54745283,0.357146226,0.436320755,0.660424528,0.705188679,0.765566038,0.661320755,0.440778302,0.427995283,0.321320755,0.272995283,0.687169811,0.254622642,0.413632075,0.533443396,0.377358491,0.270754717,0.355660377,0.218584906,RR
0.4454,0.3268,0.423545455,0.235054545,0.429072727,0.754345455,0.404836364,0.657563636,0.461363636,0.384290909,0.68,0.651545455,0.449690909,0.604145455,0.508472727,0.497890909,0.413981818,0.359618182,0.396436364,0.568036364,0.510036364,0.376509091,0.446581818,0.5754,0.331963636,0.481890909,0.447472727,0.588709091,0.476781818,0.498781818,0.542327273,0.355890909,0.431690909,0.6686,0.708763636,0.762818182,0.666854545,0.442309091,0.430218182,0.305109091,0.250745455,0.708890909,0.233345455,0.391345455,0.5558,0.366,0.279636364,0.356,0.224763636,RR
0.453738739,0.32722973,0.433040541,0.221621622,0.431216216,0.751509009,0.393761261,0.654932432,0.462545045,0.380855856,0.683963964,0.656824324,0.45731982,0.613761261,0.49018018,0.507252252,0.417792793,0.368986486,0.386103604,0.569009009,0.521936937,0.379527027,0.46204955,0.575608108,0.326779279,0.471644144,0.439662162,0.576036036,0.493400901,0.509527027,0.526418919,0.343941441,0.422882883,0.675945946,0.715765766,0.767815315,0.674076577,0.437522523,0.429594595,0.298423423,0.242522523,0.716463964,0.232612613,0.38759009,0.560495495,0.359234234,0.285135135,0.339189189,0.228581081,RR
0.421258503,0.354268707,0.415527211,0.263877551,0.413180272,0.752278912,0.415935374,0.67297619,0.460272109,0.394659864,0.694081633,0.640136054,0.442278912,0.590459184,0.527534014,0.484013605,0.409863946,0.351802721,0.402755102,0.574455782,0.503792517,0.384863946,0.439608844,0.580289116,0.370459184,0.471751701,0.455561224,0.588197279,0.462295918,0.479778912,0.553486395,0.364778912,0.437414966,0.669982993,0.708469388,0.764608844,0.667482993,0.442738095,0.436564626,0.309693878,0.267517007,0.686462585,0.248027211,0.411615646,0.533639456,0.377040816,0.276530612,0.361904762,0.20287415,RR
0.423568182,0.350886364,0.397863636,0.254568182,0.405636364,0.734136364,0.422318182,0.6655,0.45025,0.399727273,0.683159091,0.628818182,0.429159091,0.571772727,0.519318182,0.472818182,0.427431818,0.365022727,0.402136364,0.593681818,0.480704545,0.362022727,0.417477273,0.554659091,0.402886364,0.460590909,0.452454545,0.579386364,0.449068182,0.468113636,0.5565,0.376863636,0.431954545,0.655954545,0.699090909,0.75825,0.662477273,0.432363636,0.414909091,0.323568182,0.271681818,0.691159091,0.250954545,0.412636364,0.533386364,0.381818182,0.274545455,0.360454545,0.208,RR
0.425883669,0.345190157,0.387472036,0.255011186,0.403310962,0.732237136,0.415436242,0.661029083,0.441856823,0.391051454,0.680313199,0.62409396,0.419642058,0.560604027,0.499239374,0.470402685,0.445816555,0.383020134,0.391498881,0.613288591,0.469731544,0.351991051,0.410961969,0.546800895,0.410782998,0.448053691,0.443847875,0.558680089,0.44639821,0.462080537,0.54344519,0.379888143,0.415324385,0.646442953,0.690805369,0.750850112,0.659306488,0.424966443,0.401498881,0.328903803,0.266689038,0.703713647,0.242885906,0.404161074,0.541879195,0.379418345,0.280089485,0.349440716,0.213131991,RR
0.423296943,0.352270742,0.401026201,0.249279476,0.403253275,0.73489083,0.420240175,0.666462882,0.452532751,0.399432314,0.686157205,0.631069869,0.430043668,0.574104803,0.51989083,0.474541485,0.425917031,0.363449782,0.399825328,0.593580786,0.483908297,0.364126638,0.421353712,0.557401747,0.404170306,0.458820961,0.451200873,0.580873362,0.451441048,0.470065502,0.554170306,0.373646288,0.431790393,0.65871179,0.701768559,0.760305677,0.664956332,0.431157205,0.415327511,0.320786026,0.269781659,0.691899563,0.250240175,0.412423581,0.533471616,0.380131004,0.275545852,0.358078603,0.20731441,RR
0.427814433,0.351030928,0.402618557,0.24414433,0.402845361,0.740371134,0.417402062,0.663072165,0.452824742,0.400020619,0.687360825,0.636268041,0.430969072,0.578721649,0.524639175,0.472412371,0.423381443,0.360804124,0.397051546,0.592536082,0.486804124,0.364082474,0.422082474,0.561278351,0.40542268,0.460329897,0.447814433,0.583731959,0.452329897,0.473835052,0.55014433,0.36971134,0.430226804,0.657773196,0.702536082,0.761773196,0.665154639,0.429525773,0.413649485,0.322350515,0.272164948,0.689587629,0.252206186,0.415278351,0.53028866,0.377525773,0.271752577,0.352989691,0.204824742,RR
0.423644647,0.350683371,0.397403189,0.255079727,0.40571754,0.733758542,0.421981777,0.665398633,0.449589977,0.399476082,0.682870159,0.628451025,0.428633257,0.571070615,0.518359909,0.472733485,0.428132118,0.365854214,0.401640091,0.594601367,0.480159453,0.361526196,0.417266515,0.554441913,0.403371298,0.460136674,0.452072893,0.578428246,0.448952164,0.467813212,0.555831435,0.377129841,0.431025057,0.655512528,0.698633257,0.757813212,0.662369021,0.431936219,0.414168565,0.3238041,0.271298405,0.691981777,0.250546697,0.412095672,0.533963554,0.381776765,0.275170843,0.359908884,0.208246014,RR
0.400407407,0.353703704,0.397555556,0.313814815,0.429037037,0.685111111,0.437296296,0.658481481,0.406851852,0.409259259,0.662703704,0.581814815,0.414666667,0.526925926,0.489814815,0.484555556,0.457962963,0.382481481,0.427703704,0.613888889,0.464851852,0.351777778,0.402703704,0.538296296,0.345518519,0.468037037,0.472,0.576555556,0.450851852,0.466333333,0.578185185,0.405296296,0.436148148,0.621,0.656481481,0.722407407,0.628740741,0.452185185,0.411740741,0.349814815,0.276222222,0.705074074,0.237,0.391259259,0.557074074,0.398148148,0.291851852,0.406666667,0.258,RR
0.40646028,0.368761682,0.403936916,0.263457944,0.40421729,0.710794393,0.435011682,0.677044393,0.463469626,0.405525701,0.691565421,0.612570093,0.438586449,0.567056075,0.484065421,0.48703271,0.450969626,0.385712617,0.410864486,0.587359813,0.492488318,0.371985981,0.431063084,0.542943925,0.381553738,0.453936916,0.469100467,0.568621495,0.459602804,0.476553738,0.565315421,0.373247664,0.444544393,0.651658879,0.694836449,0.754462617,0.651004673,0.450280374,0.433084112,0.332207944,0.281810748,0.682242991,0.262067757,0.415315421,0.533656542,0.398364486,0.295560748,0.369392523,0.225023364,RR
0.416210046,0.339726027,0.404977169,0.250696347,0.403938356,0.749406393,0.417180365,0.658082192,0.449098174,0.394452055,0.688127854,0.636027397,0.432180365,0.579452055,0.5206621,0.480251142,0.425011416,0.359497717,0.398504566,0.589863014,0.490958904,0.368687215,0.426210046,0.565707763,0.381050228,0.470057078,0.448230594,0.587363014,0.453515982,0.473607306,0.549714612,0.3681621,0.430936073,0.655159817,0.699018265,0.758630137,0.662865297,0.430593607,0.412408676,0.324589041,0.271506849,0.692328767,0.251506849,0.412705479,0.533504566,0.377283105,0.277625571,0.360958904,0.216164384,RR
0.416413613,0.357827225,0.413944154,0.25113438,0.422565445,0.736788831,0.417521815,0.675165794,0.467713787,0.391073298,0.68877836,0.634808028,0.445148342,0.588429319,0.495008726,0.49534904,0.429380454,0.372373473,0.406143106,0.580593368,0.503979058,0.376544503,0.443315881,0.561169284,0.33982548,0.465924956,0.461361257,0.568280977,0.471465969,0.483883072,0.560113438,0.368193717,0.442172775,0.667102967,0.705776614,0.76591623,0.659659686,0.454441536,0.448359511,0.310837696,0.270706806,0.681919721,0.243769634,0.409144852,0.535357766,0.378184991,0.264921466,0.367888307,0.204057592,RR
0.415136986,0.338070776,0.403219178,0.248584475,0.402888128,0.751118721,0.416723744,0.658242009,0.44989726,0.392751142,0.688321918,0.636381279,0.431232877,0.57890411,0.519885845,0.480205479,0.426004566,0.360205479,0.397808219,0.590650685,0.489908676,0.368310502,0.424840183,0.565753425,0.381643836,0.468721461,0.447671233,0.586187215,0.452077626,0.471849315,0.548949772,0.368447489,0.429840183,0.655365297,0.699155251,0.758732877,0.663344749,0.429805936,0.411815068,0.324246575,0.271015982,0.692796804,0.251061644,0.412568493,0.533561644,0.376940639,0.27739726,0.360730594,0.215547945,RR
0.400018405,0.356509202,0.406490798,0.271496933,0.419092025,0.734018405,0.445760736,0.670822086,0.456269939,0.412981595,0.672730061,0.602251534,0.437233129,0.559208589,0.514177914,0.489,0.42507362,0.359595092,0.42804908,0.581453988,0.480527607,0.371404908,0.420269939,0.560558282,0.361828221,0.477147239,0.478196319,0.591613497,0.453214724,0.472447853,0.580815951,0.385656442,0.452386503,0.630319018,0.676386503,0.740582822,0.631969325,0.46,0.430018405,0.352466258,0.295509202,0.67708589,0.264723926,0.415674847,0.533889571,0.406932515,0.301104294,0.388220859,0.229441718,RR
0.425869312,0.337281214,0.406464411,0.214247375,0.395729288,0.746207701,0.41,0.652403734,0.465822637,0.386511085,0.698623104,0.640945158,0.432707118,0.583512252,0.518378063,0.484947491,0.428844807,0.358541424,0.392147025,0.588786464,0.495834306,0.371901984,0.417444574,0.565075846,0.383500583,0.457211202,0.442508751,0.582730455,0.45512252,0.481796966,0.539533256,0.357549592,0.427631272,0.654714119,0.702473746,0.763407235,0.662123687,0.431166861,0.415414236,0.326056009,0.274795799,0.688378063,0.254364061,0.416254376,0.529813302,0.372812135,0.265577596,0.348191365,0.218168028,RR
0.425604651,0.336127907,0.405639535,0.213697674,0.395604651,0.746406977,0.410116279,0.651930233,0.465406977,0.386290698,0.697883721,0.640604651,0.431965116,0.582651163,0.518139535,0.484872093,0.429465116,0.35877907,0.392069767,0.589709302,0.494825581,0.371081395,0.416686047,0.56472093,0.383476744,0.457767442,0.442325581,0.582744186,0.454232558,0.481383721,0.539534884,0.358093023,0.427244186,0.653569767,0.701569767,0.762686047,0.661523256,0.430767442,0.414139535,0.326930233,0.274825581,0.689069767,0.254,0.415802326,0.530302326,0.372906977,0.266046512,0.348604651,0.21827907,RR
0.395690377,0.381213389,0.413891213,0.304728033,0.436903766,0.738870293,0.434728033,0.691422594,0.463933054,0.399790795,0.682343096,0.614769874,0.429330544,0.562719665,0.560041841,0.478535565,0.386108787,0.328368201,0.435104603,0.570376569,0.488828452,0.396861925,0.418828452,0.605899582,0.342803347,0.480711297,0.486736402,0.614895397,0.445230126,0.462635983,0.593472803,0.39832636,0.45707113,0.674769874,0.702635983,0.763723849,0.657656904,0.469916318,0.46958159,0.300209205,0.26376569,0.683933054,0.235271967,0.399330544,0.545774059,0.394560669,0.268619247,0.407531381,0.213974895,RR
0.410435308,0.378041112,0.420084643,0.238706167,0.408137848,0.718065296,0.435139057,0.683881499,0.483071342,0.409480048,0.698065296,0.624050786,0.453143894,0.58694075,0.495163241,0.496904474,0.434631197,0.370798065,0.416892382,0.566964933,0.510918984,0.385538089,0.4452237,0.551330109,0.363434099,0.460532044,0.474957678,0.581305925,0.472237001,0.490713422,0.573047158,0.362829504,0.460616687,0.668742443,0.711185006,0.770580411,0.658452237,0.45949214,0.454292624,0.31929867,0.283905683,0.667956469,0.268270859,0.423833132,0.524365175,0.394921403,0.279081016,0.371946796,0.217291415,RR
0.418782161,0.355763293,0.416363636,0.264493997,0.413979417,0.750874786,0.418353345,0.676312178,0.461921098,0.396003431,0.693087479,0.63787307,0.443567753,0.589777015,0.526740995,0.486209262,0.408490566,0.351149228,0.405248714,0.57245283,0.503396226,0.38593482,0.440754717,0.580068611,0.369193825,0.471921098,0.458353345,0.587718696,0.463259005,0.479588336,0.556603774,0.366020583,0.439879931,0.669519726,0.707787307,0.763876501,0.665900515,0.445403087,0.43915952,0.310188679,0.268559177,0.68516295,0.248147513,0.411578045,0.53373928,0.379245283,0.278559177,0.36432247,0.201629503,RR
0.419586919,0.35636833,0.417538726,0.262099828,0.415404475,0.751428571,0.418055077,0.676488812,0.4632358,0.396213425,0.692392427,0.638519793,0.44454389,0.590998279,0.526815835,0.48686747,0.407504303,0.35070568,0.405438898,0.571755594,0.504475043,0.386729776,0.442048193,0.581067126,0.366695353,0.472994836,0.458623064,0.587986231,0.464475043,0.481325301,0.556798623,0.365490534,0.440464716,0.669655766,0.708175559,0.764509466,0.665593804,0.44626506,0.440240964,0.310051635,0.268777969,0.684733219,0.248158348,0.411549053,0.533769363,0.379001721,0.277796902,0.364199656,0.200946644,RR
0.419278351,0.356065292,0.41685567,0.263298969,0.414690722,0.751237113,0.418109966,0.676099656,0.462439863,0.396013746,0.692714777,0.638281787,0.443934708,0.590360825,0.526718213,0.486254296,0.408367698,0.351151203,0.405206186,0.57242268,0.503934708,0.386305842,0.441323024,0.580549828,0.367731959,0.472611684,0.458350515,0.587852234,0.463762887,0.480601375,0.556580756,0.365721649,0.440068729,0.669329897,0.707817869,0.764106529,0.665601375,0.445773196,0.439484536,0.31032646,0.268762887,0.684982818,0.248109966,0.411546392,0.533762887,0.379037801,0.278006873,0.364261168,0.201460481,RR
0.419947276,0.354147627,0.412671353,0.268629174,0.415711775,0.747838313,0.414639719,0.675325132,0.456098418,0.39340949,0.690035149,0.634815466,0.438998243,0.583743409,0.517275923,0.485711775,0.414956063,0.359173989,0.40029877,0.58115993,0.498998243,0.381880492,0.439753954,0.578963093,0.371792619,0.468330404,0.454657293,0.578435852,0.462934974,0.477873462,0.549876977,0.368137083,0.430931459,0.665202109,0.703427065,0.759859402,0.664586995,0.441792619,0.432618629,0.312390158,0.264850615,0.693093146,0.243954306,0.406098418,0.539560633,0.378558875,0.284358524,0.35887522,0.203778559,RR
